date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses
3/24/2017,1733417384.43,305133,16857000000.00,1038.45,491038000,2238,245.0681,null
3/25/2017,4044006010.42,253296,15204800000.00,936.54,435803000,1800,192.6325,null
3/26/2017,1116135580.10,221510,15814800000.00,974.01,303668000,1925,153.0365,null
3/27/2017,1426689038.59,210842,15785000000.00,972.05,372535000,1713,172.8503,null
3/28/2017,1782501122.64,311612,16964500000.00,1044.58,326332000,2025,248.1121,null
3/29/2017,1437433097.55,272352,16990900000.00,1046.08,298458000,1688,209.3002,null
3/30/2017,1515705323.50,294132,16929800000.00,1042.21,352969000,2050,210.6123,null
3/31/2017,1928720085.23,261567,16679000000.00,1026.64,447287000,1700,208.2290,null
4/1/2017,1414107439.25,272344,17413000000.00,1071.71,289634000,1750,205.4625,null
4/2/2017,1160384286.17,226678,17559400000.00,1080.61,514187000,1875,172.9442,null
4/3/2017,1727495387.92,281436,17924600000.00,1102.95,580444000,2150,214.7000,null
4/4/2017,1742279578.87,249981,18619000000.00,1145.52,436310000,1575,197.0600,null
4/5/2017,1704396748.28,314865,18435700000.00,1134.14,414784000,1975,235.9810,null
4/6/2017,1643551068.72,300356,18302600000.00,1125.81,511222000,1925,230.2193,null
4/7/2017,1612333912.30,291966,19168500000.00,1178.94,317022000,1863,217.6480,null
4/8/2017,1092798764.43,246642,19068600000.00,1172.65,209312000,1913,189.3097,null
4/9/2017,1050868391.47,230428,19134400000.00,1176.57,242343000,1863,163.1655,null
4/10/2017,1518896332.07,260713,19311200000.00,1187.30,215883000,1838,185.0161,null
4/11/2017,1678801796.88,308799,19316000000.00,1187.46,216182000,2138,229.7582,null
4/12/2017,1765108823.42,276482,19600800000.00,1204.81,288702000,1775,213.3812,null
4/13/2017,1804028126.87,255899,19541300000.00,1201.02,351969000,1675,210.4822,null
4/14/2017,1829553101.39,261457,19043800000.00,1170.33,254827000,1638,237.5031,null
4/15/2017,1325296378.47,274918,18996500000.00,1167.30,203559000,1850,206.1290,null
4/16/2017,1217876226.21,222059,19085100000.00,1172.61,183231000,1800,165.4773,null
4/17/2017,1598269709.63,236039,19260500000.00,1183.25,253206000,1813,174.6946,null
4/18/2017,1992369649.81,287650,19433800000.00,1193.77,270524000,1750,210.6738,null
4/19/2017,1678637624.00,314801,19734800000.00,1212.13,288061000,1788,216.0788,null
4/20/2017,1801458505.42,278029,19719900000.00,1211.08,315108000,1838,231.2090,null
4/21/2017,1763130566.55,317732,20020700000.00,1229.42,272167000,1950,239.3116,null
4/22/2017,1276324269.19,290463,19913900000.00,1222.71,249320000,1938,191.4698,null
4/23/2017,1246133126.98,237348,20066200000.00,1231.92,258951000,1763,166.1098,null
4/24/2017,1661841354.54,242726,19705400000.00,1209.63,235806000,1763,183.4449,null
4/25/2017,2795616680.83,284621,20372300000.00,1250.45,242556000,1688,255.1561,null
4/26/2017,2322818133.47,337419,20627900000.00,1265.99,329631000,1925,262.0200,null
4/27/2017,2293636199.15,289789,20889200000.00,1281.88,449197000,1763,243.5079,null
4/28/2017,2318098622.46,292537,21476000000.00,1317.74,527489000,1663,245.7813,null
4/29/2017,1841187051.03,367537,21479800000.00,1317.84,422706000,2225,277.0638,null
4/30/2017,1393539218.02,283098,21548400000.00,1321.87,413115000,1938,199.9254,null
5/1/2017,1788349209.57,273662,21981800000.00,1348.30,713624000,1800,210.5254,null
5/2/2017,2337266913.61,348999,23170200000.00,1421.03,477338000,2050,281.1593,null
5/3/2017,2116747300.87,303911,23707100000.00,1453.78,583796000,1725,248.3444,null
5/4/2017,3026220362.50,344956,24311900000.00,1490.72,933549000,2013,301.1775,null
5/5/2017,2959426416.32,269257,25133100000.00,1540.87,946036000,1638,257.2049,null
5/6/2017,2588826935.68,375201,25395600000.00,1556.81,582530000,2175,311.9305,null
5/7/2017,2163447877.78,303581,25768500000.00,1579.47,1080030000,2013,265.1810,null
5/8/2017,3156345988.96,366473,26056500000.00,1596.92,1340320000,2238,317.4988,null
5/9/2017,3280981522.93,342976,28132200000.00,1723.89,1167920000,2013,309.3074,null
5/10/2017,3697123755.98,291083,28668100000.00,1756.52,915723000,1713,289.3033,null
5/11/2017,3043875168.84,323139,29060600000.00,1780.37,799490000,1875,295.4107,null
5/12/2017,3237140428.04,313713,30131100000.00,1845.76,740984000,1888,322.7123,null
5/13/2017,2315615495.73,325881,28132300000.00,1723.12,579635000,1950,298.9935,null
5/14/2017,2139996425.66,372961,29405100000.00,1800.86,437196000,2088,300.0502,null
5/15/2017,3078581756.70,315765,29532600000.00,1808.44,731529000,2038,308.7848,null
5/16/2017,2978691945.40,259127,28446300000.00,1741.70,959045000,1688,315.7636,null
5/17/2017,4164364506.87,305519,28204800000.00,1726.73,1064730000,1988,510.2913,null
5/18/2017,3313761050.05,289454,29710500000.00,1818.70,894321000,1788,399.0888,null
5/19/2017,3257449105.07,302384,30999000000.00,1897.37,1157290000,1938,425.7833,null
5/20/2017,3327056460.68,346598,32422400000.00,1984.24,961336000,2038,390.7570,null
5/21/2017,2622270084.07,337219,33779400000.00,2067.03,1147860000,1938,369.1304,null
5/22/2017,3820150765.45,322702,33393600000.00,2043.19,1942220000,1788,389.7865,null
5/23/2017,4352393155.62,359621,35822600000.00,2191.56,1378750000,2050,460.6400,null
5/24/2017,4940192994.87,352401,37949200000.00,2321.37,1725380000,1975,477.8048,null
5/25/2017,6184473038.26,346957,39995400000.00,2446.24,2406700000,2013,490.2029,null
5/26/2017,4840999758.65,332818,37950600000.00,2320.89,1763480000,1900,464.5624,null
5/27/2017,3547073507.31,320651,35917100000.00,2196.27,1700480000,2013,520.6564,null
5/28/2017,3009205302.47,323382,33595900000.00,2054.08,1147140000,2125,448.4893,null
5/29/2017,3889516961.56,311570,35323500000.00,2159.43,994625000,1950,480.2485,null
5/30/2017,4797425274.62,349637,36897000000.00,2255.36,1443970000,2163,569.8934,null
5/31/2017,5202877436.19,335271,35786700000.00,2187.19,1544830000,2163,594.8079,null
6/1/2017,6272635492.36,312559,37446200000.00,2288.33,1653180000,2063,561.6506,null
6/2/2017,5632317192.17,300256,39344600000.00,2404.03,1317030000,1988,499.2182,null
6/3/2017,5788756496.68,297480,40817100000.00,2493.72,1514950000,2263,503.9878,null
6/4/2017,4650522694.19,254857,41708200000.00,2547.79,1355120000,2025,471.0684,null
6/5/2017,5678874034.84,274263,41133900000.00,2512.40,1369310000,1988,438.6788,null
6/6/2017,5671891433.20,314072,44061000000.00,2690.84,2089610000,2013,535.2709,null
6/7/2017,5823966749.36,332491,46989800000.00,2869.38,1517710000,2000,656.3625,null
6/8/2017,5292679344.77,300045,44557100000.00,2720.49,1281170000,2025,492.0073,null
6/9/2017,5808274449.35,272640,45987100000.00,2807.44,1348950000,1825,462.4393,null
6/10/2017,5217604380.44,273512,46331400000.00,2828.14,2018890000,1888,414.5439,null
6/11/2017,4829169462.69,223428,48208700000.00,2942.41,1752400000,1725,360.1519,null
6/12/2017,6215113783.16,270277,48391200000.00,2953.22,2569530000,1950,395.8798,null
6/13/2017,6617881604.59,283736,43934100000.00,2680.91,1781200000,1725,462.9180,null
6/14/2017,6691408087.35,280982,44528300000.00,2716.88,1696560000,1700,454.0542,null
6/15/2017,5797059182.68,304510,40971300000.00,2499.58,2026260000,1975,459.3559,null
6/16/2017,6330191989.30,279382,40484100000.00,2469.57,1195190000,1913,382.8163,null
6/17/2017,4194911330.29,237550,41217200000.00,2514.01,1534510000,1775,327.1705,null
6/18/2017,3853604862.37,207193,43539300000.00,2655.35,1178660000,1675,273.1286,null
6/19/2017,5582398539.55,255352,41800600000.00,2549.03,1446840000,1938,365.3067,null
6/20/2017,5864817758.22,274134,42498000000.00,2591.26,1854190000,1813,381.8443,null
6/21/2017,6487450626.63,273195,44440800000.00,2709.43,1626580000,1663,447.7018,null
6/22/2017,5837821821.02,267521,44143700000.00,2691.03,1097940000,1713,458.2218,null
6/23/2017,5146855012.83,280541,44415900000.00,2707.34,961319000,2088,370.5003,null
6/24/2017,4346203295.91,224825,44932900000.00,2738.52,982750000,1725,308.5481,null
6/25/2017,3797038757.36,186306,42783800000.00,2607.25,1161100000,1688,255.8019,null
6/26/2017,5895901779.35,242763,42514000000.00,2590.57,1663280000,1688,347.2586,null
6/27/2017,5211727025.32,256108,40677900000.00,2478.45,1489790000,1650,370.2758,null
6/28/2017,5449092306.91,279558,41906700000.00,2553.03,1183870000,1875,393.9024,null
6/29/2017,6705903889.03,240101,42150300000.00,2567.56,949979000,1625,341.7659,null
6/30/2017,4861925790.48,259819,41689100000.00,2539.24,860273000,1750,365.3793,null
7/1/2017,3583038400.52,235021,40928200000.00,2492.60,779914000,2113,265.1670,null
7/2/2017,2983493384.91,199491,40010500000.00,2436.40,803747000,2338,209.7561,null
7/3/2017,4635840290.40,242526,41037200000.00,2498.56,964112000,2138,263.7664,null
7/4/2017,4221970598.72,255185,42067900000.00,2561.00,985516000,1888,294.1990,null
7/5/2017,4509176491.29,232364,42760800000.00,2602.87,941566000,1888,241.2651,null
7/6/2017,4966029225.25,242123,42851400000.00,2608.10,761957000,1950,240.2097,null
7/7/2017,4670931845.62,243335,42864200000.00,2608.59,917412000,1750,246.8318,null
7/8/2017,3226246422.43,217922,41417700000.00,2520.27,733330000,1963,196.8190,null
7/9/2017,3564500094.28,187041,42283200000.00,2572.61,527856000,1850,157.9637,null
7/10/2017,4933027000.63,236668,41509000000.00,2525.25,1111200000,2363,195.6539,null
7/11/2017,5026676822.12,280295,39224200000.00,2385.89,1329760000,2288,219.6863,null
7/12/2017,3772479059.58,241995,38355900000.00,2332.77,1117410000,2088,204.2033,null
7/13/2017,4198266048.26,247355,39511000000.00,2402.70,835770000,2013,211.8444,null
7/14/2017,4317220518.59,238562,38823100000.00,2360.59,882503000,1813,223.9912,null
7/15/2017,3460613130.69,231942,36681300000.00,2230.12,993608000,1563,389.6515,null
7/16/2017,2734630627.54,200785,32767600000.00,1991.98,1182870000,1963,165.7801,null
7/17/2017,3757790668.70,219898,31795000000.00,1932.62,1201760000,1925,190.6879,null
7/18/2017,4256487316.81,249043,36749400000.00,2233.52,1512450000,1950,209.9693,null
7/19/2017,4434465111.93,263787,38227800000.00,2323.08,1245100000,1938,215.0180,null
7/20/2017,4238795389.98,238774,37356800000.00,2269.89,2249260000,2113,227.1509,null
7/21/2017,5517509252.43,304511,46719000000.00,2838.41,1489450000,2150,288.4218,null
7/22/2017,3593020682.68,223198,43929600000.00,2668.63,1177130000,2000,171.0369,null
7/23/2017,3305952385.92,180859,46231100000.00,2808.10,1072840000,2150,125.3769,null
7/24/2017,4967853057.88,239894,44995600000.00,2732.70,866474000,2225,166.9635,null
7/25/2017,18620423057.50,243888,45410100000.00,2757.50,1460090000,1850,168.4929,null
7/26/2017,8180309757.55,237706,42455000000.00,2577.77,937404000,1837,167.5348,null
7/27/2017,4551584454.16,225215,41816500000.00,2538.71,789104000,1925,166.2706,null
7/28/2017,9231545951.13,247057,44144400000.00,2679.73,1380100000,1875,188.4314,null
7/29/2017,10160734332.70,210977,46246700000.00,2807.02,803746000,1962,156.4667,null
7/30/2017,22268691501.50,183998,44890700000.00,2724.39,705943000,1837,138.1168,null
7/31/2017,6594613177.05,230867,45535800000.00,2763.24,860575000,1813,194.8689,null
8/1/2017,6689047244.92,131726,47321800000.00,2871.30,1324670000,1862,75.9466,null
8/2/2017,5926737884.97,209169,44950800000.00,2727.13,1094950000,1900,130.5149,null
8/3/2017,3729394908.48,212879,44666400000.00,2709.56,804797000,1725,124.1060,null
8/4/2017,4056042202.12,235613,46276200000.00,2806.93,1002120000,2237,113.4712,null
8/5/2017,4075922194.59,239594,47778200000.00,2897.63,1945700000,2212,113.5668,null
8/6/2017,3690410805.42,199487,53720900000.00,3257.61,1105030000,1750,87.9064,null
8/7/2017,5020630427.09,248849,52987300000.00,3212.78,1482280000,1912,121.8265,null
8/8/2017,7057922000.33,275410,55590300000.00,3370.22,1752760000,2050,159.0631,null
8/9/2017,6123180313.55,260817,56424900000.00,3420.40,1468960000,1725,157.9519,null
8/10/2017,7427823197.56,257831,55134700000.00,3341.84,1515110000,1675,193.1860,null
8/11/2017,9212240374.47,283857,55668000000.00,3373.82,2021190000,1800,234.9447,null
8/12/2017,6577950601.85,260386,60242100000.00,3650.63,2219590000,1688,210.7524,null
8/13/2017,7438423565.01,263162,64034100000.00,3880.04,3159090000,1850,189.7110,null
8/14/2017,9178407106.93,255232,67112300000.00,4066.10,2463090000,1625,249.1883,null
8/15/2017,8550156958.43,310850,71425500000.00,4326.99,3258050000,1900,350.4504,null
8/16/2017,9812944255.93,274736,69342700000.00,4200.34,2272040000,1625,347.5250,null
8/17/2017,10098981727.10,347140,72389100000.00,4384.44,2553360000,2237,365.3163,null
8/18/2017,9353045628.31,312101,71406500000.00,4324.34,2941710000,1862,337.9619,null
8/19/2017,8147578288.58,266681,68333100000.00,4137.75,2975820000,1887,265.9118,null
8/20/2017,6532023130.42,210722,69192700000.00,4189.31,2109770000,1625,208.9820,null
8/21/2017,8441196696.75,236657,67567100000.00,4090.48,2800890000,1437,297.9650,null
8/22/2017,6053667060.94,196194,66051000000.00,3998.35,3764240000,1112,334.1847,null
8/23/2017,8413233817.68,315575,67553000000.00,4089.01,2369820000,1987,541.9707,null
8/24/2017,5684214366.59,203704,68363900000.00,4137.60,2037750000,1262,386.0001,null
8/25/2017,4751050826.15,208068,71595100000.00,4332.82,1727970000,1263,425.8159,null
8/26/2017,5259878902.16,226380,72249100000.00,4372.06,1511610000,1313,425.3131,null
8/27/2017,4650175824.92,261736,71809200000.00,4345.10,1537460000,1937,358.8427,null
8/28/2017,6517025771.08,223642,72467900000.00,4384.45,1959330000,1612,378.1785,null
8/29/2017,7018030613.49,280967,72553800000.00,4389.21,2486080000,1862,461.7601,null
8/30/2017,5835254305.84,271298,75556600000.00,4570.36,1937850000,2100,388.4975,null
8/31/2017,6226919988.26,280561,75322300000.00,4555.59,1944930000,2037,413.2149,null
9/1/2017,6543906418.43,283496,77748400000.00,4701.76,2599080000,2175,382.7420,null
9/2/2017,5610016658.54,236647,81060600000.00,4901.42,2722140000,2050,290.4993,null
9/3/2017,5010712909.93,195135,75841700000.00,4585.27,1933190000,1925,239.1353,null
9/4/2017,8545309304.08,269105,75955500000.00,4591.63,2987330000,2187,325.4017,null
9/5/2017,25112357217.90,277751,69954400000.00,4228.29,2697970000,2462,281.9048,null
9/6/2017,8919302509.51,276063,72418700000.00,4376.59,2172100000,2025,272.5999,null
9/7/2017,8659631981.48,256198,75945000000.00,4589.14,1844620000,2200,257.3358,null
9/8/2017,8472648110.09,279313,76220200000.00,4605.16,2700890000,2187,217.7657,null
9/9/2017,6635864057.29,217721,70017200000.00,4229.81,1386230000,2112,144.8504,null
9/10/2017,5750112286.75,193102,70018100000.00,4229.34,1679090000,1725,143.2384,null
9/11/2017,8802227083.73,253318,68256000000.00,4122.47,1557330000,2175,159.7338,null
9/12/2017,8348960668.04,256042,69033400000.00,4168.88,1864530000,2350,148.9080,null
9/13/2017,9572197287.25,263130,68432200000.00,4131.98,2219410000,2375,133.7315,null
9/14/2017,9855261811.07,267894,64191600000.00,3875.37,2716310000,2175,153.7350,null
9/15/2017,9379883364.28,291899,52453500000.00,3166.30,4148070000,2250,174.8166,null
9/16/2017,7138624475.31,228088,60271600000.00,3637.75,1818400000,2113,119.9178,null
9/17/2017,5034999229.68,197507,59757800000.00,3606.28,1239150000,2200,99.4107,null
9/18/2017,6932868302.42,218077,59514100000.00,3591.09,1943210000,1588,168.3081,null
9/19/2017,6686534393.43,282761,67520300000.00,4073.79,1563980000,1950,173.7034,null
9/20/2017,6333634653.12,235606,64918500000.00,3916.36,1213830000,1463,146.4070,null
9/21/2017,6533128092.17,255081,64677600000.00,3901.47,1411480000,2200,136.3488,null
9/22/2017,5720887456.18,227476,60152300000.00,3628.02,1194830000,1738,117.1642,null
9/23/2017,4014142522.24,203695,60190000000.00,3629.92,928114000,2075,99.6959,null
9/24/2017,3647802335.17,185132,62954300000.00,3796.15,768015000,1813,83.6752,null
9/25/2017,6352360019.08,226478,61061100000.00,3681.58,1374210000,1563,147.3705,null
9/26/2017,6767415215.13,263510,65161000000.00,3928.41,1043740000,1725,150.0856,null
9/27/2017,6953996512.05,257814,64579200000.00,3892.94,1686880000,1838,143.4987,null
9/28/2017,8005723668.90,275799,69633200000.00,4197.13,1712320000,2213,134.4516,null
9/29/2017,6921384214.32,254269,69219200000.00,4171.62,1367050000,2113,115.3322,null
9/30/2017,6117273737.10,212540,69136600000.00,4166.11,1207450000,1725,101.4415,null
10/1/2017,5393408388.52,203523,72047300000.00,4341.05,1208210000,1625,119.0535,null
10/2/2017,7085722428.99,294852,72963200000.00,4395.81,1431730000,1875,180.4732,null
10/3/2017,5502221558.15,281949,73181300000.00,4408.46,1288020000,2288,152.5344,null
10/4/2017,4721678649.04,232692,71712500000.00,4319.37,1116770000,1675,136.7328,null
10/5/2017,5756696356.16,273118,70233700000.00,4229.88,1161770000,1563,160.3442,null
10/6/2017,4941275864.95,283540,71810600000.00,4324.46,1069940000,1988,149.0212,null
10/7/2017,3833663481.86,231068,72565100000.00,4369.35,906928000,1975,108.2156,null
10/8/2017,4765572899.39,238203,73575400000.00,4429.67,1313870000,2275,111.7965,null
10/9/2017,10500282356.20,296785,76656500000.00,4614.52,1968740000,2013,149.3410,null
10/10/2017,7720480607.97,302941,79351800000.00,4776.21,1597140000,2000,167.2582,null
10/11/2017,7500621259.94,292320,79578200000.00,4789.25,1222280000,1738,148.1729,null
10/12/2017,8328690405.08,293011,80256700000.00,4829.58,2791610000,1913,174.4145,null
10/13/2017,8710528465.74,309683,90812400000.00,5464.16,3615480000,1700,281.5346,null
10/14/2017,7436979779.12,292999,93803000000.00,5643.53,1669030000,1763,227.5956,null
10/15/2017,6631326173.64,283278,97011900000.00,5835.96,1976040000,2438,162.7073,null
10/16/2017,9828202678.13,314551,94559000000.00,5687.57,2008070000,2175,193.4195,null
10/17/2017,14637440375.80,334274,95469300000.00,5741.58,1821570000,2050,209.1373,null
10/18/2017,10358498062.60,329428,93190200000.00,5603.82,2399270000,1888,192.2027,null
10/19/2017,9336231341.07,356807,92867000000.00,5583.74,1780540000,2225,191.5124,null
10/20/2017,9450194220.24,312230,94947900000.00,5708.11,2354430000,2238,161.9724,null
10/21/2017,8132101208.83,312104,99763200000.00,5996.79,2207100000,1913,167.7673,null
10/22/2017,7672719185.27,288949,100438000000.00,6036.66,2034630000,2275,155.3319,null
10/23/2017,14296685309.10,315925,99941600000.00,6006.00,2401840000,2138,185.6443,null
10/24/2017,12064521030.00,347053,98781600000.00,5935.52,2735700000,2088,199.7906,null
10/25/2017,9021986468.30,315230,91954200000.00,5524.60,1966990000,2313,141.9754,null
10/26/2017,8733216874.17,265647,95685100000.00,5747.95,1905040000,2250,112.6505,null
10/27/2017,9780217059.50,246588,98225400000.00,5899.74,1710130000,1300,166.6675,null
10/28/2017,6965317470.54,206981,96369600000.00,5787.82,1403920000,1063,175.0383,null
10/29/2017,8492465810.74,333871,95819800000.00,5754.44,2859040000,1925,278.8571,null
10/30/2017,10040929639.70,315930,101833000000.00,6114.85,1772150000,1838,263.5910,null
10/31/2017,10261139373.50,277397,102130000000.00,6132.02,2311380000,1725,231.8950,null
11/1/2017,12050590910.60,351373,107287000000.00,6440.97,2870320000,1950,296.9376,null
11/2/2017,13198172316.50,341324,112910000000.00,6777.77,4653770000,1875,277.5908,null
11/3/2017,11133920200.30,277479,118084000000.00,7087.53,3369860000,1488,271.7739,null
11/4/2017,8075799852.76,293991,119376000000.00,7164.48,2483800000,1625,273.2497,null
11/5/2017,7906084143.47,251587,123388000000.00,7404.52,2380410000,1763,197.6564,null
11/6/2017,10365132174.00,270896,123379000000.00,7403.22,3111900000,1663,240.3379,null
11/7/2017,13186823103.30,335480,117056000000.00,7023.10,2326340000,1950,294.1273,null
11/8/2017,13615015832.40,301202,119041000000.00,7141.38,4602200000,1800,262.1694,null
11/9/2017,14514360423.90,341128,124146000000.00,7446.83,3226250000,1913,361.3299,null
11/10/2017,14919581332.80,271625,119607000000.00,7173.73,5208250000,1500,319.9730,null
11/11/2017,9589797520.28,194554,110362000000.00,6618.61,4908680000,1000,317.0579,null
11/12/2017,11582517510.20,185886,104980000000.00,6295.45,8957350000,1000,583.6105,null
11/13/2017,24717087645.90,309159,99029000000.00,5938.25,6263250000,1750,783.3863,null
11/14/2017,23482168188.10,271867,109434000000.00,6561.48,3197110000,1600,615.0869,null
11/15/2017,19653332646.40,321636,110667000000.00,6634.76,4200880000,1900,603.5100,null
11/16/2017,25779850794.80,310244,122164000000.00,7323.24,5123810000,1900,502.6403,null
11/17/2017,27276055666.40,306450,131026000000.00,7853.57,4651670000,2088,401.1664,null
11/18/2017,19518236321.50,270738,128425000000.00,7697.21,3667190000,1700,289.9884,null
11/19/2017,21435790609.50,264695,129595000000.00,7766.03,3149320000,2000,247.4435,null
11/20/2017,23942095652.10,336029,134167000000.00,8039.07,3488450000,2188,329.0182,null
11/21/2017,24510232855.20,370918,136967000000.00,8205.74,4277610000,2163,310.2966,null
11/22/2017,20348301781.60,311885,134851000000.00,8077.95,3633530000,1850,256.4032,null
11/23/2017,22127414858.80,352050,137444000000.00,8232.38,4225180000,1963,265.9196,null
11/24/2017,18132626557.30,305586,134816000000.00,8074.02,5058610000,1863,233.5365,null
11/25/2017,18063710661.00,336533,137632000000.00,8241.71,4342060000,1950,195.6398,null
11/26/2017,14579400037.70,329524,146789000000.00,8789.04,5475580000,1913,191.2221,null
11/27/2017,18273427258.00,379086,156221000000.00,9352.72,5653320000,2125,236.5031,null
11/28/2017,23584545235.90,365821,164104000000.00,9823.43,6348820000,1950,245.2309,null
11/29/2017,28458302001.10,397917,168367000000.00,10077.40,11568800000,2162,290.9021,null
11/30/2017,22924917043.70,384219,165537000000.00,9906.79,8310690000,2088,270.6311,null
12/1/2017,19570122510.10,412725,170436000000.00,10198.60,6783120000,2288,247.0519,null
12/2/2017,18449211953.60,326193,183490000000.00,10978.30,5138500000,2013,190.2959,null
12/3/2017,18202697112.70,352868,185258000000.00,11082.70,6608310000,2200,187.4511,null
12/4/2017,24984063999.60,400505,189172000000.00,11315.40,6132410000,2263,226.1199,null
12/5/2017,27862582837.90,405531,195389000000.00,11685.70,6895260000,2225,219.6798,null
12/6/2017,33519822353.10,443399,199390000000.00,11923.40,12656300000,2350,257.1700,null
12/7/2017,41078503262.70,374765,238600000000.00,14266.10,17950700000,1900,364.6056,null
12/8/2017,34519751834.00,384936,297787000000.00,17802.90,21136000000,1950,641.4297,null
12/9/2017,39313620235.60,403225,276415000000.00,16523.30,13911300000,2175,567.0884,null
12/10/2017,25646823085.00,341256,253782000000.00,15168.40,13433300000,2050,458.1003,null
12/11/2017,34997845470.90,368427,258147000000.00,15427.40,12153900000,2138,483.6387,null
12/12/2017,45542037888.60,372821,283155000000.00,16919.80,14603800000,1950,537.9441,null
12/13/2017,48353069370.80,424393,292900000000.00,17500.00,12976900000,2325,604.2979,null
12/14/2017,37521936559.50,490459,274269000000.00,16384.60,13777400000,2313,644.6079,null
12/15/2017,35932354891.70,405507,277936000000.00,16601.30,14310000000,2112,592.7039,null
12/16/2017,34015547807.80,364051,297376000000.00,17760.30,12740600000,2138,534.0114,null
12/17/2017,37469204186.10,391725,326141000000.00,19475.80,13314600000,2313,535.4387,null
12/18/2017,46053266583.70,394057,320000000000.00,19106.40,14839500000,2275,587.1255,null
12/19/2017,27921654891.10,378482,320242000000.00,19118.30,16894500000,1750,662.5955,null
12/20/2017,28925969428.80,370141,297526000000.00,17760.30,22149700000,1700,911.5917,null
12/21/2017,21021432316.60,335350,278827000000.00,16642.40,16516600000,1650,1128.7617,null
12/22/2017,21320968719.90,380493,266381000000.00,15898.00,22198000000,1938,1495.9465,null
12/23/2017,17876947895.00,308072,233748000000.00,13948.70,13086000000,1738,1065.6156,null
12/24/2017,16206983431.00,279371,244824000000.00,14608.20,11572300000,1900,881.1214,null
12/25/2017,19532753166.00,228791,234590000000.00,13995.90,10664700000,1688,689.3944,null
12/26/2017,24633024693.30,247298,235294000000.00,14036.60,13454300000,1775,725.6238,null
12/27/2017,27522917856.50,307486,270976000000.00,16163.50,12487600000,1950,784.8171,null
12/28/2017,22350204741.60,304904,265988000000.00,15864.10,12336500000,1863,785.8339,null
12/29/2017,21928912582.00,353659,246428000000.00,14695.80,13025500000,2063,785.7950,null
12/30/2017,20847802426.60,344260,246224000000.00,14681.90,14452600000,1825,778.5711,null
12/31/2017,13686043242.40,290259,216326000000.00,12897.70,12136300000,2038,545.1445,null
1/1/2018,14286973591.90,241601,236725000000.00,14112.20,10291200000,1950,469.4130,null
1/2/2018,21070141546.10,340809,228579000000.00,13625.00,16846600000,2138,649.1650,null
1/3/2018,20793365454.00,395806,251312000000.00,14978.20,16871900000,1963,749.6855,null
1/4/2018,22292265231.50,424840,256250000000.00,15270.70,21783200000,2100,778.2611,null
1/5/2018,25900974434.40,342564,259748000000.00,15477.20,23840900000,1787,701.3560,null
1/6/2018,32777363199.00,358679,293091000000.00,17462.10,18314600000,2100,694.4779,null
1/7/2018,38152383782.50,368025,294222000000.00,17527.30,15866000000,2025,686.1140,null
1/8/2018,28755019697.50,345506,276612000000.00,16476.20,18413900000,2075,694.5264,null
1/9/2018,23699755585.60,360101,253935000000.00,15123.70,16660000000,2050,752.4182,null
1/10/2018,21480822244.50,347227,244981000000.00,14588.50,18500800000,2075,720.3257,null
1/11/2018,18718517841.30,337766,251387000000.00,14968.20,16534100000,2413,697.4408,null
1/12/2018,16490708794.00,299913,225986000000.00,13453.90,12065700000,2225,617.6358,null
1/13/2018,12748028050.80,265586,234391000000.00,13952.40,12763600000,1863,528.4663,null
1/14/2018,12266702309.80,234890,241447000000.00,14370.80,11084100000,1938,491.3245,null
1/15/2018,13172946669.10,273473,231334000000.00,13767.30,12750800000,1875,510.1176,null
1/16/2018,28204175767.40,303566,232517000000.00,13836.10,18853800000,1988,606.3825,null
1/17/2018,17637597012.20,315604,192123000000.00,11431.10,18830600000,2088,675.0967,null
1/18/2018,15128920554.40,309322,188242000000.00,11198.80,15020400000,2163,656.8975,null
1/19/2018,11760289034.20,243454,192150000000.00,11429.80,10740400000,2063,491.4900,null
1/20/2018,10643662158.30,240433,195979000000.00,11656.20,11801700000,2225,429.4032,null
1/21/2018,9135857725.22,215435,216740000000.00,12889.20,9935180000,2338,343.3627,null
1/22/2018,11990946776.30,245395,195645000000.00,11633.10,10537400000,2088,314.6125,null
1/23/2018,11920415581.80,271759,184087000000.00,10944.50,9660610000,2213,285.9580,null
1/24/2018,11955565338.30,250247,183419000000.00,10903.40,9940990000,2200,283.4981,null
1/25/2018,9754662056.81,236422,192163000000.00,11421.70,8873170000,1975,220.8545,null
1/26/2018,11742366541.30,220304,189398000000.00,11256.00,9746200000,1938,209.1322,null
1/27/2018,6929334037.86,193421,188054000000.00,11174.90,7583270000,1963,168.2547,null
1/28/2018,11038244788.60,213288,193133000000.00,11475.30,8350360000,1975,155.3449,null
1/29/2018,9673896110.37,232028,197871000000.00,11755.50,7107360000,1850,145.7511,null
1/30/2018,9215469710.63,236442,190339000000.00,11306.80,8637860000,2088,160.3009,null
1/31/2018,7689823496.35,204159,170183000000.00,10108.20,8041160000,1463,162.2062,null
2/1/2018,10437874263.60,257504,172372000000.00,10237.30,9959400000,2000,214.0275,null
2/2/2018,10418735069.60,235750,153953000000.00,9142.28,12726900000,2100,274.3626,null
2/3/2018,6166344342.30,194733,149085000000.00,8852.12,7263790000,1975,146.9278,null
2/4/2018,5630156385.70,173509,154553000000.00,9175.70,7073550000,2225,111.3167,null
