date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses
4/24/2016,742215668.76,177121,6968570000.00,450.56,68198400,3200,31.3092,null
4/25/2016,1019837475.36,211977,7102490000.00,459.12,87091800,3250,42.5918,null
4/26/2016,1178336646.68,250412,7143060000.00,461.65,78971900,3725,337.5116,null
4/27/2016,1059843583.51,242763,7216190000.00,466.26,93564900,3425,46.4208,null
4/28/2016,987758165.64,247630,6889170000.00,445.04,74064700,3325,49.0485,null
4/29/2016,996567394.61,256297,6958330000.00,449.41,49258500,3775,50.1508,null
4/30/2016,815853298.73,227154,7049460000.00,455.18,69322600,3775,43.4729,null
5/1/2016,749924717.89,191262,6947430000.00,448.48,40660100,3900,34.2811,null
5/2/2016,945456079.03,214114,7002610000.00,451.93,92127000,3625,42.5749,null
5/3/2016,915517007.36,237483,6892690000.00,444.73,59366400,3975,45.0912,null
5/4/2016,909328639.69,231903,6978950000.00,450.18,50407300,4000,46.8112,null
5/5/2016,899648328.45,234559,6926990000.00,446.71,50440800,3950,46.4328,null
5/6/2016,843946767.88,232394,6947800000.00,447.94,72796800,4025,43.6639,null
5/7/2016,850965390.50,205930,7131120000.00,459.64,38364500,3925,39.1498,null
5/8/2016,700913767.40,188407,7114060000.00,458.43,40315000,3950,33.2973,null
5/9/2016,796732408.66,219042,7112510000.00,458.21,55493100,4550,40.2056,null
5/10/2016,902078657.97,244647,7150370000.00,460.52,58956100,3775,47.4315,null
5/11/2016,998509870.12,233956,7002230000.00,450.86,50605200,3550,45.7699,null
5/12/2016,981845574.09,230583,7028330000.00,452.45,59849300,3400,47.2008,null
5/13/2016,1020587775.06,231610,7067270000.00,454.85,60845000,3800,45.4323,null
5/14/2016,823142176.29,215554,7084100000.00,455.82,37209000,3425,50.3128,null
5/15/2016,834336870.64,201271,7084760000.00,455.76,28514000,3725,45.9544,null
5/16/2016,1034723510.10,229720,7114740000.00,457.59,59171500,3400,57.4650,null
5/17/2016,1066573229.81,245576,7060730000.00,454.01,64100300,3675,59.3072,null
5/18/2016,930059750.65,227218,7057390000.00,453.69,86850100,3425,56.0649,null
5/19/2016,940714321.10,222218,7072090000.00,454.52,96027400,3325,56.9040,null
5/20/2016,739035694.02,216872,6813080000.00,437.79,81987900,3650,52.9228,null
5/21/2016,573839889.89,192998,6895230000.00,442.97,42762300,3500,54.8870,null
5/22/2016,500250667.82,181706,6900700000.00,443.22,39657600,4525,45.4645,null
5/23/2016,677323495.78,211367,6842470000.00,439.35,50582500,4675,50.4273,null
5/24/2016,829548810.92,241931,6921460000.00,444.29,65783100,3600,60.7780,null
5/25/2016,1283595925.16,259111,6950690000.00,446.06,65231000,3425,61.8071,null
5/26/2016,1346768652.67,222402,7008500000.00,449.67,65203800,3450,54.7005,null
5/27/2016,1607515632.52,208822,7070010000.00,453.52,164781000,3225,67.3580,null
5/28/2016,1536056836.65,201879,7375780000.00,473.03,181199000,3775,57.3745,null
5/29/2016,1113016550.55,180413,8226500000.00,527.48,148737000,3700,48.3194,null
5/30/2016,938181294.27,207063,8243960000.00,528.47,87958700,3400,57.8588,null
5/31/2016,1089985219.08,215123,8335100000.00,534.19,138450000,3375,51.1334,null
6/1/2016,954066952.20,226144,8288680000.00,531.11,86061800,3175,55.9368,null
6/2/2016,1013607535.07,235814,8375000000.00,536.51,60378200,3700,59.0831,null
6/3/2016,793355421.45,237363,8395070000.00,537.68,122020000,3500,55.8005,null
6/4/2016,678629467.41,199915,8897080000.00,569.71,94925300,3125,46.8188,null
6/5/2016,807885691.64,189523,8955060000.00,573.31,68874100,4000,44.8870,null
6/6/2016,833467262.19,207479,8977700000.00,574.60,72138900,4125,47.2156,null
6/7/2016,1022501398.72,236423,9149580000.00,585.45,107770000,3600,55.8339,null
6/8/2016,996399101.98,237046,9022250000.00,577.17,80265800,3800,51.6265,null
6/9/2016,982152040.23,231326,9103080000.00,582.20,71301000,3975,51.8220,null
6/10/2016,1096886027.08,229842,9005920000.00,575.84,66991900,3550,53.7259,null
6/11/2016,924190926.92,218147,9052360000.00,578.67,82357000,3950,47.3780,null
6/12/2016,1397766598.50,203533,9539850000.00,609.68,277085000,3650,49.4663,null
6/13/2016,1598588975.17,247755,10511900000.00,671.65,243295000,4000,62.6227,null
6/14/2016,1382672147.73,245517,11028900000.00,704.50,186694000,3500,69.4573,null
6/15/2016,1176417609.89,234777,10736600000.00,685.68,99223800,3275,75.3203,null
6/16/2016,1598041673.86,293269,10908900000.00,696.52,271634000,4200,88.9488,null
6/17/2016,1702827057.39,255505,12038900000.00,768.49,363321000,3750,79.2886,null
6/18/2016,1327316733.56,229992,11732600000.00,748.76,252718000,3650,69.5712,null
6/19/2016,1229385908.23,226148,11859800000.00,756.69,136185000,4650,64.6538,null
6/20/2016,1481659704.89,236914,11976700000.00,763.93,174511000,3850,74.3067,null
6/21/2016,1687286876.73,253978,11540000000.00,735.88,309944000,3850,77.4321,null
6/22/2016,1394903150.63,233584,10445300000.00,665.91,266393000,3400,75.0623,null
6/23/2016,1593548189.10,244527,9373190000.00,597.44,253462000,3475,79.0483,null
6/24/2016,1484515958.26,233882,9816730000.00,625.58,224317000,3025,74.1485,null
6/25/2016,1138260154.31,220351,10442000000.00,665.28,126656000,4050,65.4431,null
6/26/2016,886308067.78,180131,10454900000.00,665.93,109225000,3700,53.2280,null
6/27/2016,1004053021.21,207489,9882840000.00,629.35,122134000,3650,57.5351,null
6/28/2016,917548218.07,212450,10336800000.00,658.10,138385000,3775,58.9549,null
6/29/2016,947304620.04,228247,10119600000.00,644.12,142456000,3400,64.4067,null
6/30/2016,973143709.11,231190,10066400000.00,640.59,138980000,3925,61.7447,null
7/1/2016,1047328919.43,213651,10570600000.00,672.51,134431000,4225,59.6712,null
7/2/2016,992966183.13,198822,10639600000.00,676.73,112354000,3500,54.3116,null
7/3/2016,955587984.86,177462,11086100000.00,704.97,129512000,3700,45.4209,null
7/4/2016,1152586283.54,205439,10362700000.00,658.80,92008400,4025,51.0766,null
7/5/2016,1071827646.79,208626,10749100000.00,683.21,130476000,3175,55.4952,null
7/6/2016,1038763158.18,215356,10550300000.00,670.42,134961000,3850,55.4401,null
7/7/2016,1399576904.03,219484,10673400000.00,678.09,258091000,3550,57.9238,null
7/8/2016,1064846422.26,211032,10086900000.00,640.69,141970000,3525,56.7308,null
7/9/2016,921359523.99,193638,10493800000.00,666.38,180536000,3325,51.3968,null
7/10/2016,726257436.51,162824,10247300000.00,650.60,102532000,1975,38.4988,null
7/11/2016,900584541.25,206790,10215200000.00,648.48,107910000,1825,53.7676,null
7/12/2016,995187228.49,213788,10213100000.00,648.28,138173000,1738,49.4555,null
7/13/2016,973726030.06,219639,10474500000.00,664.80,131449000,1700,53.6372,null
7/14/2016,816805190.25,219477,10288400000.00,652.92,98511400,1713,59.4353,null
7/15/2016,1439107637.09,222088,10387900000.00,659.17,81673100,1700,56.5180,null
7/16/2016,903732989.87,186323,10461700000.00,663.78,50330200,1963,50.1217,null
7/17/2016,973334032.08,172358,10434700000.00,661.99,74407900,1938,49.5329,null
7/18/2016,962516943.68,212428,10716800000.00,679.81,69465000,1775,56.9836,null
7/19/2016,992608903.74,222923,10606500000.00,672.74,61203300,1638,60.7529,null
7/20/2016,997993398.52,220556,10608600000.00,672.81,94636400,1813,60.1912,null
7/21/2016,970863342.43,227520,10490300000.00,665.23,60491800,1763,65.0467,null
7/22/2016,978930815.15,216016,10486600000.00,664.92,134169000,1575,61.6943,null
7/23/2016,732684147.30,199568,10263700000.00,650.73,69532200,1550,63.4334,null
7/24/2016,937138761.42,189154,10338600000.00,655.41,118184000,1700,51.5911,null
7/25/2016,728930949.94,224609,10431900000.00,661.26,78176500,1600,66.0471,null
7/26/2016,1098797312.84,244678,10321900000.00,654.23,225135000,1613,72.6328,null
7/27/2016,1167229695.68,232473,10281900000.00,651.63,147461000,1575,73.2938,null
7/28/2016,1044402320.09,239230,10328100000.00,654.49,86428400,1700,74.0718,null
7/29/2016,980850508.86,223858,10338900000.00,655.11,60703500,1775,68.4898,null
7/30/2016,544046226.17,204257,10370100000.00,657.01,38456100,1525,65.6305,null
7/31/2016,786706298.33,203000,10340900000.00,655.10,110818000,1875,74.8773,null
8/1/2016,756096446.61,219291,9860620000.00,624.60,121887000,1988,75.2858,null
8/2/2016,1417139844.63,242337,9574320000.00,606.40,330933000,1913,76.8857,null
8/3/2016,915543844.37,241344,8663670000.00,548.66,207982000,1988,77.7034,null
8/4/2016,1193853080.68,237645,8943870000.00,566.33,125292000,1900,71.5140,null
8/5/2016,987189629.14,230492,9133690000.00,578.28,66127900,2150,72.8699,null
8/6/2016,592728385.14,200155,9083510000.00,575.03,80797300,2088,62.6715,null
8/7/2016,603557735.46,185003,9285940000.00,587.77,82398400,1788,62.1614,null
8/8/2016,631758317.30,232184,9365440000.00,592.74,61194100,1813,86.7706,null
8/9/2016,928106114.73,221761,9339660000.00,591.04,92228100,1688,71.6386,null
8/10/2016,804151254.91,256713,9286960000.00,587.65,102905000,1975,80.2720,null
8/11/2016,896309898.61,250298,9358770000.00,592.12,74514400,1713,78.4490,null
8/12/2016,830684014.21,237186,9307250000.00,588.80,69218000,1838,73.4531,null
8/13/2016,634911125.47,217760,9285530000.00,587.36,43563000,2100,62.9312,null
8/14/2016,584521964.33,200436,9258730000.00,585.59,60851100,2075,61.6649,null
8/15/2016,851170486.94,216471,9021180000.00,570.49,57262300,1963,66.6221,null
8/16/2016,944432859.87,238271,8970770000.00,567.24,58405200,1625,81.6426,null
8/17/2016,889458278.18,234663,9138030000.00,577.76,54443000,1500,75.2028,null
8/18/2016,952118597.28,232190,9074760000.00,573.71,59896600,1850,72.8803,null
8/19/2016,865503646.47,249563,9085820000.00,574.34,50631600,1800,80.4659,null
8/20/2016,911848182.72,219843,9114500000.00,576.08,45301400,2075,68.2657,null
8/21/2016,566882995.46,185409,9208210000.00,581.94,38299400,1950,50.7450,null
8/22/2016,898415899.75,219548,9199410000.00,581.31,72844000,1988,63.5220,null
8/23/2016,970228989.11,242225,9286930000.00,586.77,85349200,1950,66.9078,null
8/24/2016,1140939413.15,237211,9234800000.00,583.41,56328200,1850,67.0013,null
8/25/2016,884489826.84,223110,9184700000.00,580.18,136130000,1625,62.0964,null
8/26/2016,1027250338.71,237800,9147170000.00,577.75,48856800,1675,64.8077,null
8/27/2016,781766957.91,193996,9174990000.00,579.45,59698300,1725,55.8923,null
8/28/2016,534396450.91,169749,9023610000.00,569.83,86301600,1975,48.6156,null
8/29/2016,753693884.72,227380,9091830000.00,574.07,110398000,1975,63.4903,null
8/30/2016,732952040.14,241262,9093530000.00,574.11,70342400,1825,66.2818,null
8/31/2016,793769278.19,233237,9149730000.00,577.59,75840900,1788,63.7879,null
9/1/2016,753251491.51,227277,9118280000.00,575.55,76923400,1638,61.8597,null
9/2/2016,652881956.69,237131,9069550000.00,572.41,79910800,2025,60.1719,null
9/3/2016,622634298.93,184841,9120440000.00,575.55,159014000,1588,51.3753,null
9/4/2016,500893470.08,181407,9486370000.00,598.59,97942900,2163,47.3009,null
9/5/2016,668839755.78,217298,9652490000.00,608.99,82446800,1775,60.2406,null
9/6/2016,890396377.34,230414,9614140000.00,606.51,78529100,1675,61.1978,null
9/7/2016,722241379.80,250133,9679610000.00,610.57,75032400,1888,63.8218,null
9/8/2016,706641333.63,226737,9745120000.00,614.63,86713000,1763,59.0584,null
9/9/2016,866917406.53,223378,9931980000.00,626.35,64550200,1875,64.0405,null
9/10/2016,626045956.63,201925,9878730000.00,622.93,45016800,1800,52.9892,null
9/11/2016,588670256.80,181868,9887780000.00,623.42,73610800,2213,48.0449,null
9/12/2016,779817897.44,206981,9628560000.00,607.00,72812300,2063,54.5214,null
9/13/2016,728971402.66,236641,9645930000.00,608.02,86920600,1975,67.4239,null
9/14/2016,759819629.77,228030,9660080000.00,608.84,47877700,1950,62.8310,null
9/15/2016,648726619.84,232442,9688940000.00,610.59,59464600,1863,58.3755,null
9/16/2016,850264879.24,214566,9637020000.00,607.25,64963400,1963,63.9743,null
9/17/2016,512741452.60,219318,9637600000.00,607.22,37140300,1875,59.8740,null
9/18/2016,559193890.36,192468,9623950000.00,606.28,48679400,1825,52.1952,null
9/19/2016,609090451.38,207626,9681960000.00,609.87,54796400,1725,62.6296,null
9/20/2016,864463845.09,242705,9673140000.00,609.25,72710900,1813,68.5466,null
9/21/2016,939789489.97,248696,9584260000.00,603.59,82776200,2038,67.2419,null
9/22/2016,837936071.28,220861,9485280000.00,597.28,67085300,1888,60.4604,null
9/23/2016,935173034.60,232837,9469130000.00,596.20,51067000,1688,62.4319,null
9/24/2016,651216237.93,212270,9577520000.00,602.96,35359500,1938,60.1089,null
9/25/2016,707291343.74,195163,9575360000.00,602.75,33977800,2400,50.0120,null
9/26/2016,1056920496.24,226679,9545830000.00,600.81,59153800,1975,59.2381,null
9/27/2016,828794034.80,236626,9661590000.00,608.02,49422400,1900,61.8335,null
9/28/2016,1206264168.13,238258,9634530000.00,606.24,48722600,2013,64.7393,null
9/29/2016,849944276.02,233415,9616160000.00,605.02,55658600,1813,65.7715,null
9/30/2016,1050438732.14,257342,9628250000.00,605.72,56122400,1625,71.3043,null
10/1/2016,893636215.11,218163,9696280000.00,609.93,56357000,2113,59.8441,null
10/2/2016,583274686.54,199335,9761330000.00,613.95,39249800,1838,54.3614,null
10/3/2016,956275400.28,246087,9714980000.00,610.97,46798300,1713,70.0322,null
10/4/2016,861737258.55,255788,9733330000.00,612.05,49801600,1975,71.8559,null
10/5/2016,1073888075.13,272946,9705320000.00,610.22,68077500,2088,73.8777,null
10/6/2016,1105807230.47,269396,9742370000.00,612.47,56812100,2038,76.3892,null
10/7/2016,1092215274.81,265521,9745740000.00,612.61,64071400,1775,72.8399,null
10/8/2016,1156176994.34,263869,9822100000.00,617.34,42345900,2125,70.1627,null
10/9/2016,1264691045.14,213221,9852480000.00,619.17,39243400,2000,58.4463,null
10/10/2016,1523217746.38,207895,9816270000.00,616.82,67481100,1613,63.7346,null
10/11/2016,1334026678.31,269618,9855650000.00,619.24,103590000,1725,78.4880,null
10/12/2016,1460753274.75,230090,10201000000.00,640.87,92370200,1738,71.4798,null
10/13/2016,813808258.53,232296,10125100000.00,636.03,61620700,1650,67.4794,null
10/14/2016,920416608.27,234496,10141600000.00,637.01,58144600,1738,66.0846,null
10/15/2016,1833184717.77,219579,10195200000.00,640.31,39035400,1688,65.2050,null
10/16/2016,1508702417.18,200214,10176800000.00,639.08,40298100,1700,58.1984,null
10/17/2016,1020806199.16,227464,10221300000.00,641.82,58063600,1575,70.4016,null
10/18/2016,1322693240.93,245888,10184000000.00,639.41,65546700,1875,75.4117,null
10/19/2016,1187998586.30,242999,10164800000.00,638.13,69381700,1800,70.3985,null
10/20/2016,1016808858.83,234923,10046700000.00,630.66,56957300,1513,82.3224,null
10/21/2016,1943142847.00,265910,10050300000.00,630.83,55951000,1813,77.9162,null
10/22/2016,796145880.92,222179,10088400000.00,633.14,78556500,2100,63.8417,null
10/23/2016,674602308.30,184180,10479700000.00,657.62,54474600,1713,64.1845,null
10/24/2016,2495119519.65,252485,10473500000.00,657.16,62218200,1950,87.2484,null
10/25/2016,1792491709.31,232388,10424300000.00,654.00,90378800,1675,91.0061,null
10/26/2016,1143440869.40,217664,10484000000.00,657.68,88877100,1750,125.7585,null
10/27/2016,2255689759.19,306175,10812500000.00,678.21,96105300,1875,114.4246,null
10/28/2016,957566020.82,259256,10969800000.00,688.00,81145500,1913,84.2214,null
10/29/2016,870891884.88,231509,11007600000.00,690.29,134761000,1825,73.4438,null
10/30/2016,819127060.99,207965,11388800000.00,714.12,100665000,2113,64.1934,null
10/31/2016,1015504777.87,238427,11207200000.00,702.64,97064400,1938,74.2337,null
11/1/2016,1076924712.83,250535,11187700000.00,701.34,130527000,1863,79.2340,null
11/2/2016,2821538692.02,261894,11647200000.00,730.07,84865200,1625,79.0376,null
11/3/2016,4281598074.44,260775,11844300000.00,742.35,172808000,1838,75.6288,null
11/4/2016,4131067433.82,256715,10996400000.00,689.12,99907700,1563,85.1575,null
11/5/2016,3842073571.12,243521,11227200000.00,703.52,53752300,1750,76.9928,null
11/6/2016,3774481117.67,231821,11233000000.00,703.81,59902200,2000,71.7355,null
11/7/2016,2902030827.27,257838,11344800000.00,710.74,65047100,1763,84.2687,null
11/8/2016,2330391818.29,297839,11224000000.00,703.09,79660800,2113,92.2558,null
11/9/2016,1762196289.13,274968,11333000000.00,709.83,132429000,1775,86.1842,null
11/10/2016,1156986147.41,266146,11542100000.00,722.84,68807800,2113,80.8874,null
11/11/2016,843643133.23,260368,11427200000.00,715.55,63119700,2000,74.6845,null
11/12/2016,591197008.08,235478,11447700000.00,716.75,64622500,2100,66.2392,null
11/13/2016,605380334.99,217642,11264500000.00,705.20,80318100,1938,63.5139,null
11/14/2016,813730544.74,256989,11214600000.00,702.00,62993000,2038,75.7382,null
11/15/2016,904619527.12,280376,11283400000.00,705.79,72038500,1925,81.4562,null
11/16/2016,1243666358.99,293190,11370700000.00,711.17,141294000,2200,81.2107,null
11/17/2016,1002768434.81,272826,11911300000.00,744.88,108579000,1975,85.1424,null
11/18/2016,910980306.36,284524,11846000000.00,740.71,87363100,1925,87.5677,null
11/19/2016,740183774.92,260515,12025400000.00,751.83,110608000,1800,74.4276,null
11/20/2016,717789705.56,231511,12027500000.00,751.88,154116000,1538,71.6471,null
11/21/2016,951718586.55,281898,11698900000.00,731.26,60802400,1738,91.7781,null
11/22/2016,883747318.25,276690,11834200000.00,739.64,129906000,1638,96.9461,null
11/23/2016,1165632879.95,290188,12029000000.00,751.74,76543800,1863,107.7017,null
11/24/2016,1153788048.32,303114,11916500000.00,744.62,85919300,1888,123.5617,null
11/25/2016,992278531.14,329565,11851100000.00,740.44,67807600,1963,147.5739,null
11/26/2016,744587443.48,288691,11869600000.00,741.51,54962700,2000,110.8855,null
11/27/2016,537541208.66,241151,11773800000.00,735.44,52601800,1800,82.0560,null
11/28/2016,827921171.66,283896,11727800000.00,732.48,61888600,2000,104.8435,null
11/29/2016,862098594.49,295700,11790900000.00,736.33,68511100,1863,103.1790,null
11/30/2016,825124589.10,281916,11791600000.00,736.28,84070800,1750,95.6469,null
12/1/2016,972241646.20,281029,11949200000.00,746.05,80461900,1975,105.0198,null
12/2/2016,1083818979.78,272316,12134800000.00,757.54,127605000,1663,116.8952,null
12/3/2016,829005469.99,306679,12467800000.00,778.25,69547300,2225,106.8007,null
12/4/2016,598670061.61,250649,12363600000.00,771.64,60557900,1888,93.2552,null
12/5/2016,1091148664.71,280243,12393100000.00,773.39,106363000,1875,103.9315,null
12/6/2016,1062059044.50,301213,12159400000.00,758.72,116218000,1813,118.8759,null
12/7/2016,990090883.03,310508,12248900000.00,764.21,96426100,2038,106.9260,null
12/8/2016,937237581.08,287191,12312500000.00,768.08,80111900,2125,99.7940,null
12/9/2016,962742679.29,275782,12344000000.00,769.94,68705300,1725,98.3197,null
12/10/2016,720941802.80,245539,12394500000.00,773.02,53843100,1550,84.0448,null
12/11/2016,639049800.77,227537,12423600000.00,774.75,57313400,2225,75.2733,null
12/12/2016,955893654.35,257027,12349800000.00,770.04,76571000,2013,91.0047,null
12/13/2016,954802968.50,300049,12521500000.00,780.65,81645600,2288,100.9465,null
12/14/2016,1165802005.98,285623,12512900000.00,780.00,75979000,1825,95.1731,null
12/15/2016,1352759689.79,270694,12511700000.00,780.07,81580100,1513,95.3380,null
12/16/2016,1260073821.44,298629,12498800000.00,778.96,83608200,1725,104.1132,null
12/17/2016,904032882.08,240445,12599600000.00,785.17,78989800,1638,81.8135,null
12/18/2016,812698328.23,224977,12694800000.00,791.01,60524400,1888,77.3049,null
12/19/2016,1000530670.18,284267,12691100000.00,790.69,74886400,1875,102.0334,null
12/20/2016,1124695162.41,300564,12717600000.00,792.25,99629300,1775,105.9449,null
12/21/2016,1876065782.05,311678,12853700000.00,800.64,155576000,1875,110.4646,null
12/22/2016,1507882874.92,323284,13393800000.00,834.18,200027000,2050,109.9035,null
12/23/2016,1591049908.41,296417,13888600000.00,864.89,275564000,1813,98.1644,null
12/24/2016,1152563301.04,261823,14810300000.00,922.18,137727000,1725,89.3631,null
12/25/2016,752202335.18,201437,14450100000.00,899.65,143665000,2025,64.8967,null
12/26/2016,978694934.62,232551,14407800000.00,896.90,123771000,1875,82.5100,null
12/27/2016,1153209357.15,288616,14593300000.00,908.35,167308000,1913,98.1587,null
12/28/2016,1212332940.59,299687,15020500000.00,934.83,236630000,2063,99.7154,null
12/29/2016,1310049202.73,308509,15670000000.00,975.13,199320000,1863,110.8763,null
12/30/2016,1524533028.10,293357,15630200000.00,972.53,187474000,2013,101.5837,null
12/31/2016,1044538645.33,265605,15440700000.00,960.63,99135100,1900,88.1052,null
1/1/2017,786789677.75,189139,15491200000.00,963.66,147775000,2000,64.9726,null
1/2/2017,1151106038.16,259626,16055100000.00,998.62,222185000,1725,104.0155,null
1/3/2017,1522249560.23,299747,16426600000.00,1021.60,185168000,2175,110.4775,null
1/4/2017,1769692902.55,314971,16795400000.00,1044.40,344946000,1850,144.6314,null
1/5/2017,2512709770.60,301862,18604000000.00,1156.73,510199000,1850,167.5577,null
1/6/2017,1964103877.83,348783,16314100000.00,1014.24,351876000,2025,131.6605,null
1/7/2017,1276939927.57,281148,14534400000.00,903.49,279550000,1700,106.5827,null
1/8/2017,803152804.69,267851,14611400000.00,908.17,158715000,1963,93.9409,null
1/9/2017,1286586521.93,265257,14694900000.00,913.24,141877000,1863,97.1253,null
1/10/2017,1306985561.71,319011,14522600000.00,902.44,115808000,1938,120.5445,null
1/11/2017,2892571577.14,290097,14615700000.00,908.12,310929000,1863,106.6931,null
1/12/2017,1748758163.85,304350,12477600000.00,775.18,222326000,2175,110.4958,null
1/13/2017,1466113966.97,284591,12939100000.00,803.74,168968000,1988,101.3957,null
1/14/2017,728311439.55,243658,13285200000.00,825.14,93063300,2063,84.4310,null
1/15/2017,782218059.50,238261,13174300000.00,818.14,71013600,2113,85.1723,null
1/16/2017,1001077532.21,244356,13234600000.00,821.78,82755200,2038,93.3548,null
1/17/2017,1201511514.81,294931,13383900000.00,830.95,155095000,1938,112.0509,null
1/18/2017,1249764219.51,310376,14648900000.00,909.37,225677000,2063,113.3851,null
1/19/2017,1026671039.20,303350,14311700000.00,888.34,105625000,2163,112.4243,null
1/20/2017,1040615783.03,293251,14472100000.00,898.17,86728400,2175,105.2107,null
1/21/2017,843214752.25,270811,14432000000.00,895.55,111158000,2300,95.3260,null
1/22/2017,733797452.58,239026,14863600000.00,922.21,116573000,2200,88.9014,null
1/23/2017,995934696.25,258127,14918800000.00,925.50,73588600,1838,99.8499,null
1/24/2017,1104657224.08,231077,14681400000.00,910.68,111349000,1788,142.8271,null
1/25/2017,1202517750.67,314498,14380700000.00,891.92,120831000,1888,136.4652,null
1/26/2017,961087602.72,314974,14551200000.00,902.39,131958000,1888,123.5716,null
1/27/2017,873555474.53,284503,14810400000.00,918.36,125594000,2250,117.4230,null
1/28/2017,665230442.18,237259,14835800000.00,919.81,68979600,1800,115.3536,null
1/29/2017,667632298.23,235738,14874000000.00,922.07,60851700,2038,123.9431,null
1/30/2017,852723955.78,257336,14844900000.00,920.15,78227300,1850,126.4190,null
1/31/2017,1040672350.97,284178,14859700000.00,920.96,164582000,1788,146.7257,null
2/1/2017,1316263114.68,339122,15667900000.00,970.94,150110000,2338,155.1816,null
2/2/2017,1240308967.93,300969,15977800000.00,990.00,145821000,2163,147.6201,null
2/3/2017,1954545157.18,280253,16326100000.00,1011.46,201278000,1725,157.8857,null
2/4/2017,1193628988.70,308055,16648800000.00,1031.33,155064000,1838,139.8793,null
2/5/2017,1029881746.09,283513,16847400000.00,1043.52,114208000,1950,133.1374,null
2/6/2017,1212430955.85,259363,16605400000.00,1028.40,111762000,1763,163.8685,null
2/7/2017,1405969976.74,291572,16796600000.00,1040.14,146007000,1725,165.0453,null
2/8/2017,1362829812.46,323851,17156700000.00,1062.32,201855000,1900,159.9321,null
2/9/2017,1461656335.61,333043,17197100000.00,1064.70,407220000,2000,164.4314,null
2/10/2017,1223661636.46,314344,16083600000.00,995.63,190452000,1913,152.9391,null
2/11/2017,792590202.08,265479,15976700000.00,988.90,102261000,1725,117.8768,null
2/12/2017,587618633.18,231014,16214700000.00,1003.52,67530000,1688,101.7713,null
2/13/2017,960444337.28,276333,16141500000.00,998.88,100607000,2025,126.6373,null
2/14/2017,1183066957.08,317879,16028000000.00,991.74,137946000,2163,146.8105,null
2/15/2017,1078388379.74,307937,16264100000.00,1006.21,89759400,1813,138.8302,null
2/16/2017,952582505.80,265912,16289100000.00,1007.65,122277000,1788,155.3507,null
2/17/2017,1360297426.96,335276,16589600000.00,1026.12,136474000,1975,175.4650,null
2/18/2017,939006953.15,304046,16964800000.00,1049.21,99073500,1950,156.0554,null
2/19/2017,1103156773.71,234390,17056600000.00,1054.76,77423300,1613,126.5906,null
2/20/2017,1057147432.13,275162,16960200000.00,1048.69,109478000,1813,157.0351,null
2/21/2017,1160387001.48,292564,17456900000.00,1079.28,186869000,1788,168.1821,null
2/22/2017,1260830002.46,278219,18033400000.00,1114.80,136100000,1713,176.3083,null
2/23/2017,1502640205.09,299708,18075200000.00,1117.27,189454000,1738,202.4005,null
2/24/2017,1540318207.51,351311,18974400000.00,1172.71,330759000,2038,225.9591,null
2/25/2017,1113846160.50,322509,18939500000.00,1170.41,139961000,2000,198.6408,null
2/26/2017,837476091.85,290794,18518900000.00,1144.27,116486000,2400,170.1602,null
2/27/2017,1201145224.97,262940,18837300000.00,1163.78,131570000,1763,177.7305,null
2/28/2017,1444076514.59,327345,19113600000.00,1180.72,184956000,1913,231.4569,null
3/1/2017,1469761810.40,320989,19104800000.00,1180.04,229057000,1838,227.2493,null
3/2/2017,1967834616.14,313730,19829800000.00,1224.68,368275000,1888,239.8395,null
3/3/2017,2105869658.08,341952,20253700000.00,1250.71,315739000,1875,265.1527,null
3/4/2017,1469242347.74,277391,20688800000.00,1277.43,183270000,1775,227.3123,null
3/5/2017,1240344355.65,295917,20316000000.00,1254.29,134127000,1838,224.8934,null
3/6/2017,1617738914.52,271083,20531900000.00,1267.47,153657000,1738,228.8167,null
3/7/2017,1825784905.01,323648,20627100000.00,1273.21,291256000,1900,268.5355,null
3/8/2017,1749538121.56,320466,19819800000.00,1223.23,332603000,1900,245.6240,null
3/9/2017,1340837104.20,294583,18640900000.00,1150.35,212283000,1788,230.9372,null
3/10/2017,1613489389.71,304706,19275300000.00,1189.36,563796000,1938,253.3827,null
3/11/2017,1459874704.05,282486,18093700000.00,1116.32,283320000,1788,223.4083,null
3/12/2017,1012234656.64,219283,19073300000.00,1176.62,227176000,2000,189.4447,null
3/13/2017,1688892509.30,263545,19807700000.00,1221.78,380277000,1763,211.5642,null
3/14/2017,2194740006.61,332859,19978200000.00,1232.16,245306000,2025,270.2660,null
3/15/2017,1818003548.62,290428,20110400000.00,1240.16,297805000,1800,234.8212,null
3/16/2017,2764060617.72,303013,20293700000.00,1251.33,638568000,1788,250.8652,null
3/17/2017,2488382703.27,300424,19141800000.00,1180.16,706599000,1975,247.7965,null
3/18/2017,1769053430.48,278779,17838700000.00,1099.69,621302000,2025,223.9492,null
3/19/2017,1305168302.25,260974,15846000000.00,976.73,406648000,1963,214.7780,null
3/20/2017,1451434330.62,260448,16829800000.00,1037.24,286530000,1713,226.4028,null
3/21/2017,1802314479.11,297088,17125600000.00,1055.36,337391000,1813,252.8185,null
3/22/2017,2138467540.26,317589,18187100000.00,1120.65,380841000,1963,267.6975,null
3/23/2017,1777651873.47,276232,17043400000.00,1050.05,248540000,1738,228.7634,null
